Size Category,Est. Enrollment,University,# Contacts,Contact Names,Contact Emails
"Small-Medium (5,000–9,999)",8000,SUNY New Paltz,5,School of Business Office | Dr. Robert L. McCarthy | Career Resource Center | Student Activities & Union Services | Admissions Office,business@newpaltz.edu | mccarthr@newpaltz.edu | career@newpaltz.edu | sa@newpaltz.edu | admissions@newpaltz.edu
"Small-Medium (5,000–9,999)",8000,SUNY Oswego,5,School of Business Office | Dr. Prabakar Kothandaraman | Career Services | Experiential Learning Office | Admissions Office,business@oswego.edu | prabakar.kothandaraman@oswego.edu | career.services@oswego.edu | experiential.learning@oswego.edu | admissions@oswego.edu
"Small-Medium (5,000–9,999)",8000,Texas Christian University – Neeley Exec,5,Executive Education | Dr. Mike Crain | Neeley School of Business | Career Center | Student Affairs,execed@tcu.edu | m.crain@tcu.edu | neeley@tcu.edu | careers@tcu.edu | studentaffairs@tcu.edu
"Small-Medium (5,000–9,999)",8000,Texas Lutheran University,5,Dr. Debbie Cottrell | College of Business | Career Development | Student Life | Admissions Office,dcottrell@tlu.edu | business@tlu.edu | careerdevelopment@tlu.edu | studentlife@tlu.edu | admissions@tlu.edu
"Small-Medium (5,000–9,999)",8000,Texas Lutheran University (Seguin Campus),5,Dr. Debbie Cottrell | College of Business | Career Development | Student Life | Admissions Office,dcottrell@tlu.edu | business@tlu.edu | careerdevelopment@tlu.edu | studentlife@tlu.edu | admissions@tlu.edu
"Small-Medium (5,000–9,999)",8000,Texas Southern University,1,Student Engagement,studentengagement@tsu.edu
"Small-Medium (5,000–9,999)",8000,Texas Southern University at Fort Bend,3,Texas Southern University – Fort Bend County | Student Engagement | Admissions Office,fortbend@tsu.edu | studentengagement@tsu.edu | admissions@tsu.edu
"Small-Medium (5,000–9,999)",8000,Texas State Technical College,5,Office of the Chancellor | Business & Professional Programs | Career Services | Student Services | Admissions Office,chancellor@tstc.edu | info@tstc.edu | careerservices@tstc.edu | student.services@tstc.edu | admissions@tstc.edu
"Small-Medium (5,000–9,999)",8000,Thomas Jefferson University,5,"Kanbar College of Design, Engineering & Commerce | Dr. Joseph Cacchione | Career Services | Student Affairs | Admissions Office",kanbarcollege@jefferson.edu | president@jefferson.edu | careers@jefferson.edu | studentaffairs@jefferson.edu | admissions@jefferson.edu
"Small-Medium (5,000–9,999)",8000,Thomas More University,5,Dr. Bradley D. Bielski | Robert W. Plaster College of Business | Career Services | Student Life | Admissions Office,bielskib@thomasmore.edu | business@thomasmore.edu | careerservices@thomasmore.edu | studentlife@thomasmore.edu | admissions@thomasmore.edu
"Small-Medium (5,000–9,999)",8000,Tiffin University,5,School of Business | Dr. Peter Holbrook | Career Services | Student Affairs | Admissions Office,business@tiffin.edu | holbrookp@tiffin.edu | careers@tiffin.edu | studentaffairs@tiffin.edu | admissions@tiffin.edu
"Small-Medium (5,000–9,999)",8000,Trident University International,5,College of Business | Dr. Timothy J. Howard | Career Services | Student Affairs | Admissions Office,business@trident.edu | thoward@trident.edu | careerservices@trident.edu | studentaffairs@trident.edu | admissions@trident.edu
"Small-Medium (5,000–9,999)",8000,Trinity Washington University,5,School of Business & Graduate Studies | Dr. Peter K. Kilpatrick | Career Services | Student Affairs | Admissions Office,sbgs@trinitydc.edu | president@trinitydc.edu | careers@trinitydc.edu | studentaffairs@trinitydc.edu | admissions@trinitydc.edu
"Small-Medium (5,000–9,999)",8000,Truett McConnell University,5,Hans Hut School of Business | Dr. Emir Caner | Career Services | Student Affairs | Admissions Office,business@truett.edu | president@truett.edu | careerservices@truett.edu | studentaffairs@truett.edu | admissions@truett.edu
"Small-Medium (5,000–9,999)",8000,Tusculum University,5,College of Business | Dr. Scott Hummel | Career Services | Student Affairs | Admissions Office,business@tusculum.edu | shummel@tusculum.edu | careerservices@tusculum.edu | studentaffairs@tusculum.edu | admissions@tusculum.edu
"Small-Medium (5,000–9,999)",8000,Union University (TN),5,McAfee School of Business | Dr. Thomas J. Payne | Career Services | Student Life | Admissions Office,business@uu.edu | tpayne@uu.edu | careers@uu.edu | studentlife@uu.edu | admissions@uu.edu
"Small-Medium (5,000–9,999)",8000,University of Alaska Fairbanks – Community & Technical College,5,Community & Technical College | Dr. Micheal T. Baldovin | Career Services | Student Services | Admissions Office,uaf-ctc@alaska.edu | mtbaldovin@alaska.edu | uaf-careers@alaska.edu | uaf-ctc@alaska.edu | uaf-admissions@alaska.edu
"Small-Medium (5,000–9,999)",8000,University of Arkansas Community College at Batesville,5,Business & Technology Division | Dr. Brian Shonk | Career Pathways | Student Services | Admissions Office,business@uaccb.edu | bshonk@uaccb.edu | careerpathways@uaccb.edu | studentservices@uaccb.edu | admissions@uaccb.edu
"Small-Medium (5,000–9,999)",8000,University of Arkansas Community College at Morrilton,5,Business & Information Technology | Dr. Lisa A. Bailey | Career Pathways | Student Services | Admissions Office,business@uaccm.edu | lbailey@uaccm.edu | careerpathways@uaccm.edu | studentservices@uaccm.edu | admissions@uaccm.edu
"Small-Medium (5,000–9,999)",8000,University of Arkansas–Pulaski Technical College,5,School of Business & Information Technology | Dr. Summer DeProw | Career Services | Student Services | Admissions Office,business@uaptc.edu | sdeprow@uaptc.edu | careerservices@uaptc.edu | studentservices@uaptc.edu | admissions@uaptc.edu
"Small-Medium (5,000–9,999)",8000,University of Central Missouri – Online,5,Harmon College of Business & Professional Studies | Dr. Roger Best | Online & Learning Engagement | Career Services | Admissions Office,hcbps@ucmo.edu | rbest@ucmo.edu | online@ucmo.edu | careerservices@ucmo.edu | admissions@ucmo.edu
"Small-Medium (5,000–9,999)",8000,University of Charleston Beckley,5,School of Business & Leadership | Dr. Marty Roth | Career Development | Student Life | Admissions Office,business@ucwv.edu | president@ucwv.edu | careers@ucwv.edu | studentlife@ucwv.edu | admissions@ucwv.edu
"Small-Medium (5,000–9,999)",8000,University of Dallas,5,Satish & Yasmin Gupta College of Business | Dr. Jonathan J. Sanford | Career Development | Student Affairs | Admissions Office,business@udallas.edu | president@udallas.edu | careers@udallas.edu | studentaffairs@udallas.edu | admissions@udallas.edu
"Small-Medium (5,000–9,999)",8000,University of Detroit Mercy,5,College of Business Administration | Dr. Joseph G. Eisenhauer | Career & Professional Development | Student Life | Admissions Office,business@udmercy.edu | eisenhaj@udmercy.edu | careercenter@udmercy.edu | studentlife@udmercy.edu | admissions@udmercy.edu
"Small-Medium (5,000–9,999)",8000,University of Dubuque,5,Charles & Romona Myers Center for Business | Dr. Todd D. Olson | Career Development Center | Student Life | Admissions Office,business@dbq.edu | president@dbq.edu | career@dbq.edu | studentlife@dbq.edu | admissions@dbq.edu
"Small-Medium (5,000–9,999)",8000,University of Hawai‘i–West O‘ahu,5,Division of Business Administration | Dr. Maenette Benham | Career Development & Internships | Student Affairs | Admissions Office,uhwobiz@hawaii.edu | maenette@hawaii.edu | uhwocareers@hawaii.edu | uhwosa@hawaii.edu | uhwo.admissions@hawaii.edu
"Small-Medium (5,000–9,999)",8000,University of Lynchburg,5,College of Business | Dr. David H. Perault | Career Services | Student Engagement | Admissions Office,business@lynchburg.edu | perault@lynchburg.edu | careers@lynchburg.edu | studentengagement@lynchburg.edu | admissions@lynchburg.edu
"Small-Medium (5,000–9,999)",8000,University of Massachusetts Dartmouth,5,Charlton College of Business | Dr. Madan Annavarjula | Career Center | Student Affairs | Admissions Office,charlton@umassd.edu | mannava@umassd.edu | careercenter@umassd.edu | studentaffairs@umassd.edu | admissions@umassd.edu
"Small-Medium (5,000–9,999)",8000,University of Mount Union,5,Ralph and Mary Regula School of Business | Dr. Jodi A. Bower | Career Development | Student Affairs | Admissions Office,business@mountunion.edu | bowerja@mountunion.edu | career@mountunion.edu | studentaffairs@mountunion.edu | admission@mountunion.edu
"Small-Medium (5,000–9,999)",8000,University of New England (ME),4,College of Business – Dean’s Office | Academic & Career Advising Center | Office of Student Affairs | Office of Admissions,cob@une.edu | advising@une.edu | studentaffairs@une.edu | onlineadmissions@une.edu
"Small-Medium (5,000–9,999)",8000,University of New Environment (ME),1,Connor Blake,cblake9@une.edu
"Small-Medium (5,000–9,999)",8000,University of Puerto Rico – Mayagüez,5,College of Business Administration | Dr. Carmen Rivera | Career Services | Student Affairs | Admissions Office,business@uprm.edu | deanbusiness@uprm.edu | careercenter@uprm.edu | studentaffairs@uprm.edu | admissions@uprm.edu
"Small-Medium (5,000–9,999)",8000,University of Saint Joseph (CT),5,School of Business | Dr. Christopher F. Keating | Career Services | Student Affairs | Admissions Office,business@usj.edu | ckeating@usj.edu | careerservices@usj.edu | studentaffairs@usj.edu | admissions@usj.edu
"Small-Medium (5,000–9,999)",8000,University of Saint Mary,5,College of Business | Dr. Michael Sexton | Career Services | Student Life | Admissions Office,business@stmary.edu | msexton@stmary.edu | careerservices@stmary.edu | studentlife@stmary.edu | admissions@stmary.edu
"Small-Medium (5,000–9,999)",8000,University of San Diego – Professional Studies,5,School of Business – Professional Studies | Dr. Penny B. Rue | Career & Professional Development | Student Affairs | Admissions Office,business@sandiego.edu | dean@sandiego.edu | careerservices@sandiego.edu | studentaffairs@sandiego.edu | admissions@sandiego.edu
"Small-Medium (5,000–9,999)",8000,University of Science and Arts of Oklahoma,5,Department of Business | Dr. Michael D. Drummond | Career Services | Student Affairs | Admissions Office,business@usao.edu | president@usao.edu | careers@usao.edu | studentaffairs@usao.edu | admissions@usao.edu
"Small-Medium (5,000–9,999)",8000,University of Silicon Valley,5,"School of Science, Business & Technology | Dr. Gordon A. Smith | Career Services | Student Affairs | Admissions Office",info@usv.edu | president@usv.edu | careerservices@usv.edu | studentaffairs@usv.edu | admissions@usv.edu
"Small-Medium (5,000–9,999)",8000,University of Southern California – Price Executive Education,5,USC Price School of Public Policy | Dr. Jack Knott | Career Center | Student Affairs | Admissions Office,priceexec@usc.edu | jknott@usc.edu | careercenter@usc.edu | studentaffairs@usc.edu | admissions@usc.edu
